id,record_type,status,date_created_gmt,total_amount,subscription_id,order_relationship,billing_email,customer_id,ended_at
172,shop_subscription,wc-pending,"2026-04-18 18:55:00",10.88,,subscription,user2022@example.com,2022,
173,shop_order,wc-completed,"2026-04-18 18:55:00",18.65,172,parent,user2022@example.com,2022,
174,shop_order,wc-completed,"2025-02-16 15:13:00",26.24,172,renewal,user2022@example.com,2022,
175,shop_subscription,wc-cancelled,"2025-08-21 07:57:00",46.30,,subscription,user2025@example.com,2025,"2026-04-21 07:57:00"
176,shop_order,wc-completed,"2025-08-21 07:57:00",18.67,175,parent,user2025@example.com,2025,
177,shop_order,wc-completed,"2026-06-24 12:12:00",19.82,175,renewal,user2025@example.com,2025,
178,shop_order,wc-completed,"2026-03-10 06:48:00",36.94,175,renewal,user2025@example.com,2025,
179,shop_subscription,wc-pending-cancel,"2025-03-20 04:51:00",42.58,,subscription,user2029@example.com,2029,
180,shop_order,wc-completed,"2025-03-20 04:51:00",36.70,179,parent,user2029@example.com,2029,
181,shop_order,wc-completed,"2026-05-22 09:22:00",34.27,179,renewal,user2029@example.com,2029,
182,shop_order,wc-completed,"2025-03-09 17:17:00",19.68,179,renewal,user2029@example.com,2029,
183,shop_order,wc-completed,"2025-08-11 12:04:00",18.98,179,renewal,user2029@example.com,2029,
184,shop_order,wc-pending,"2026-04-01 01:07:00",25.96,179,renewal,user2029@example.com,2029,
185,shop_subscription,wc-pending,"2025-05-25 09:50:00",38.61,,subscription,user2035@example.com,2035,
186,shop_order,wc-completed,"2025-05-25 09:50:00",40.25,185,parent,user2035@example.com,2035,
187,shop_order,wc-pending,"2025-01-14 16:34:00",37.08,185,renewal,user2035@example.com,2035,
188,shop_order,wc-completed,"2026-05-04 22:29:00",10.78,185,renewal,user2035@example.com,2035,
189,shop_order,wc-pending,"2026-03-17 05:26:00",16.71,185,renewal,user2035@example.com,2035,
190,shop_subscription,wc-cancelled,"2025-07-13 04:05:00",33.95,,subscription,user2040@example.com,2040,"2025-10-13 04:05:00"
191,shop_order,wc-completed,"2025-07-13 04:05:00",15.86,190,parent,user2040@example.com,2040,
192,shop_order,wc-pending,"2026-03-05 12:51:00",48.32,190,renewal,user2040@example.com,2040,
193,shop_order,wc-completed,"2026-03-04 15:45:00",16.01,190,renewal,user2040@example.com,2040,
194,shop_order,wc-completed,"2025-06-15 01:13:00",29.09,190,renewal,user2040@example.com,2040,
195,shop_order,wc-completed,"2025-02-19 02:49:00",17.65,190,renewal,user2040@example.com,2040,
196,shop_order,wc-completed,"2026-02-20 04:09:00",23.93,190,renewal,user2040@example.com,2040,
197,shop_subscription,wc-active,"2025-05-01 07:18:00",26.57,,subscription,user2047@example.com,2047,
198,shop_order,wc-completed,"2025-05-01 07:18:00",40.87,197,parent,user2047@example.com,2047,
199,shop_order,wc-completed,"2025-12-02 02:18:00",36.54,197,renewal,user2047@example.com,2047,
200,shop_order,wc-completed,"2025-08-20 17:45:00",15.59,197,renewal,user2047@example.com,2047,
201,shop_order,wc-completed,"2025-10-02 14:06:00",22.06,197,renewal,user2047@example.com,2047,
202,shop_subscription,wc-pending-cancel,"2026-02-12 00:37:00",24.60,,subscription,user2002@example.com,2002,
203,shop_order,wc-completed,"2026-02-12 00:37:00",39.00,202,parent,user2002@example.com,2002,
204,shop_order,wc-pending,"2025-10-23 08:24:00",21.61,202,renewal,user2002@example.com,2002,
205,shop_order,wc-failed,"2025-02-17 09:00:00",29.09,202,renewal,user2002@example.com,2002,
206,shop_subscription,wc-on-hold,"2026-06-05 01:41:00",27.00,,subscription,user2006@example.com,2006,
207,shop_order,wc-completed,"2026-06-05 01:41:00",14.14,206,parent,user2006@example.com,2006,
208,shop_order,wc-completed,"2026-05-08 18:34:00",9.76,206,renewal,user2006@example.com,2006,
209,shop_order,wc-completed,"2026-03-19 07:38:00",47.03,206,renewal,user2006@example.com,2006,
210,shop_order,wc-completed,"2025-02-20 11:19:00",42.36,206,renewal,user2006@example.com,2006,
211,shop_subscription,wc-active,"2025-11-03 15:30:00",18.18,,subscription,user2011@example.com,2011,
212,shop_order,wc-completed,"2025-11-03 15:30:00",14.43,211,parent,user2011@example.com,2011,
213,shop_order,wc-completed,"2025-02-27 10:24:00",21.17,211,renewal,user2011@example.com,2011,
214,shop_subscription,wc-cancelled,"2025-02-18 04:05:00",25.05,,subscription,user2014@example.com,2014,"2025-12-18 04:05:00"
215,shop_order,wc-completed,"2025-02-18 04:05:00",40.03,214,parent,user2014@example.com,2014,
216,shop_subscription,wc-cancelled,"2025-02-06 08:57:00",31.72,,subscription,user2016@example.com,2016,"2025-05-06 08:57:00"
217,shop_order,wc-completed,"2025-02-06 08:57:00",28.78,216,parent,user2016@example.com,2016,
218,shop_order,wc-completed,"2026-05-06 14:35:00",27.82,216,renewal,user2016@example.com,2016,
219,shop_order,wc-completed,"2025-11-28 20:12:00",41.21,216,renewal,user2016@example.com,2016,
220,shop_order,wc-completed,"2025-05-28 08:26:00",25.62,216,renewal,user2016@example.com,2016,
221,shop_order,wc-completed,"2025-03-19 06:43:00",31.67,216,renewal,user2016@example.com,2016,
222,shop_order,wc-completed,"2026-02-12 14:57:00",38.61,216,renewal,user2016@example.com,2016,
223,shop_order,wc-pending,"2026-04-22 02:39:00",28.53,216,renewal,user2016@example.com,2016,
224,shop_subscription,wc-pending-cancel,"2026-03-15 22:49:00",14.01,,subscription,user2024@example.com,2024,
225,shop_order,wc-completed,"2026-03-15 22:49:00",11.12,224,parent,user2024@example.com,2024,
226,shop_order,wc-completed,"2026-04-18 02:42:00",35.09,224,renewal,user2024@example.com,2024,
227,shop_subscription,wc-active,"2025-07-15 20:43:00",44.84,,subscription,user2027@example.com,2027,
228,shop_order,wc-completed,"2025-07-15 20:43:00",26.37,227,parent,user2027@example.com,2027,
229,shop_order,wc-failed,"2025-10-10 11:56:00",24.95,227,renewal,user2027@example.com,2027,
230,shop_order,wc-completed,"2025-12-01 11:53:00",23.88,227,renewal,user2027@example.com,2027,
231,shop_order,wc-completed,"2025-03-06 06:47:00",33.53,227,renewal,user2027@example.com,2027,
232,shop_order,wc-failed,"2026-05-20 07:52:00",19.56,227,renewal,user2027@example.com,2027,
233,shop_subscription,wc-pending-cancel,"2026-06-13 20:45:00",33.00,,subscription,user2033@example.com,2033,
234,shop_order,wc-completed,"2026-06-13 20:45:00",25.29,233,parent,user2033@example.com,2033,
235,shop_order,wc-completed,"2026-04-23 12:09:00",16.29,233,renewal,user2033@example.com,2033,
236,shop_subscription,wc-active,"2025-07-09 13:12:00",18.07,,subscription,user2036@example.com,2036,
237,shop_order,wc-failed,"2025-07-09 13:12:00",12.77,236,parent,user2036@example.com,2036,
238,shop_order,wc-failed,"2025-07-26 21:57:00",47.39,236,renewal,user2036@example.com,2036,
239,shop_order,wc-completed,"2026-03-25 22:14:00",11.33,236,renewal,user2036@example.com,2036,
240,shop_order,wc-failed,"2025-03-12 07:02:00",21.62,236,renewal,user2036@example.com,2036,
241,shop_order,wc-failed,"2026-02-03 11:02:00",15.92,236,renewal,user2036@example.com,2036,
242,shop_order,wc-pending,"2025-04-20 21:54:00",9.08,236,renewal,user2036@example.com,2036,
243,shop_subscription,wc-expired,"2025-08-15 10:59:00",13.56,,subscription,user2043@example.com,2043,"2025-11-15 10:59:00"
244,shop_order,wc-completed,"2025-08-15 10:59:00",21.67,243,parent,user2043@example.com,2043,
245,shop_order,wc-completed,"2025-02-08 18:11:00",19.46,243,renewal,user2043@example.com,2043,
246,shop_order,wc-pending,"2025-08-07 16:13:00",45.63,243,renewal,user2043@example.com,2043,
247,shop_order,wc-completed,"2025-08-05 21:14:00",35.42,243,renewal,user2043@example.com,2043,
248,shop_subscription,wc-cancelled,"2026-05-11 02:04:00",33.59,,subscription,user2048@example.com,2048,"2027-03-11 02:04:00"
249,shop_order,wc-completed,"2026-05-11 02:04:00",44.42,248,parent,user2048@example.com,2048,
250,shop_order,wc-failed,"2026-02-13 15:57:00",12.51,248,renewal,user2048@example.com,2048,
251,shop_order,wc-completed,"2026-01-25 16:08:00",13.98,248,renewal,user2048@example.com,2048,
252,shop_order,wc-completed,"2025-05-08 05:54:00",34.54,248,renewal,user2048@example.com,2048,
253,shop_order,wc-completed,"2026-03-05 04:17:00",43.04,248,renewal,user2048@example.com,2048,
254,shop_order,wc-failed,"2026-04-25 23:34:00",31.93,248,renewal,user2048@example.com,2048,
255,shop_subscription,wc-pending,"2026-06-07 10:32:00",22.62,,subscription,user2005@example.com,2005,
256,shop_order,wc-failed,"2026-06-07 10:32:00",34.72,255,parent,user2005@example.com,2005,
257,shop_order,wc-completed,"2025-05-08 10:20:00",44.77,255,renewal,user2005@example.com,2005,
258,shop_order,wc-completed,"2026-02-18 02:04:00",41.00,255,renewal,user2005@example.com,2005,
259,shop_order,wc-completed,"2025-01-15 13:29:00",16.87,255,renewal,user2005@example.com,2005,
260,shop_order,wc-pending,"2025-11-18 16:17:00",41.82,255,renewal,user2005@example.com,2005,
261,shop_order,wc-completed,"2026-01-08 13:31:00",27.72,255,renewal,user2005@example.com,2005,
262,shop_subscription,wc-active,"2025-04-01 06:26:00",48.74,,subscription,user2012@example.com,2012,
263,shop_order,wc-completed,"2025-04-01 06:26:00",15.70,262,parent,user2012@example.com,2012,
264,shop_order,wc-completed,"2025-03-03 17:33:00",42.87,262,renewal,user2012@example.com,2012,
265,shop_subscription,wc-active,"2025-04-19 06:46:00",9.03,,subscription,user2015@example.com,2015,
266,shop_order,wc-failed,"2025-04-19 06:46:00",45.30,265,parent,user2015@example.com,2015,
267,shop_order,wc-failed,"2026-06-12 11:46:00",10.25,265,renewal,user2015@example.com,2015,
268,shop_order,wc-completed,"2026-05-24 13:18:00",17.92,265,renewal,user2015@example.com,2015,
269,shop_order,wc-completed,"2025-05-10 16:24:00",39.56,265,renewal,user2015@example.com,2015,
270,shop_order,wc-pending,"2026-03-13 21:03:00",26.96,265,renewal,user2015@example.com,2015,
271,shop_order,wc-failed,"2026-01-03 17:20:00",34.04,265,renewal,user2015@example.com,2015,
272,shop_subscription,wc-on-hold,"2025-03-19 06:59:00",33.27,,subscription,user2022@example.com,2022,
273,shop_order,wc-failed,"2025-03-19 06:59:00",38.83,272,parent,user2022@example.com,2022,
274,shop_order,wc-completed,"2025-03-04 04:00:00",20.51,272,renewal,user2022@example.com,2022,
275,shop_order,wc-completed,"2026-04-13 09:02:00",47.72,272,renewal,user2022@example.com,2022,
276,shop_subscription,wc-pending-cancel,"2025-11-04 11:21:00",33.15,,subscription,user2026@example.com,2026,
277,shop_order,wc-completed,"2025-11-04 11:21:00",27.69,276,parent,user2026@example.com,2026,
278,shop_subscription,wc-expired,"2026-04-02 23:17:00",23.16,,subscription,user2028@example.com,2028,
